NOC,Year,Medal_Bronze,Medal_Silver,Medal_Gold
GBR,1956,13,10,6
GBR,1960,12,6,2
GBR,1964,2,12,4
GBR,1968,5,5,5
GBR,1972,9,5,4
GBR,1976,5,14,4
GBR,1980,10,15,5
GBR,1984,21,11,5
GBR,1988,11,10,6
GBR,1992,14,3,8
GBR,1996,6,8,2
GBR,2000,7,14,19
GBR,2004,15,12,11
GBR,2008,18,24,22
GBR,2012,28,17,32
GBR,2016,17,32,36
GBS,1996,0,0,0
GBS,2000,0,0,0
GBS,2004,0,0,0
GBS,2008,0,0,0
GBS,2012,0,0,0
GBS,2016,0,0,0
GDR,1968,9,9,10
GDR,1972,32,26,23
GDR,1976,28,27,66
GDR,1980,42,38,76
GDR,1988,33,37,51
GEO,1996,2,0,0
GEO,2000,6,0,0
GEO,2004,0,2,2
GEO,2008,3,0,3
GEO,2012,3,3,1
GEO,2016,4,1,2
GEQ,1984,0,0,0
GEQ,1988,0,0,0
GEQ,1992,0,0,0
GEQ,1996,0,0,0
GEQ,2000,0,0,0
GEQ,2004,0,0,0
GEQ,2008,0,0,0
GEQ,2012,0,0,0
GEQ,2016,0,0,0
GER,1896,2,5,7
GER,1900,1,6,6
GER,1904,7,5,4
GER,1906,6,7,4
GER,1908,6,5,4
GER,1912,15,13,6
GER,1928,20,9,12
GER,1932,7,13,6
GER,1936,45,33,43
GER,1952,19,9,0
GER,1956,7,15,6
GER,1960,11,20,22
GER,1964,20,32,10
GER,1992,44,23,40
GER,1996,26,26,28
GER,2000,30,20,17
GER,2004,20,17,16
GER,2008,19,11,16
GER,2012,14,22,22
GER,2016,16,18,22
GHA,1952,0,0,0
GHA,1960,0,1,0
GHA,1964,1,0,0
GHA,1968,0,0,0
GHA,1972,1,0,0
GHA,1984,0,0,0
GHA,1988,0,0,0
GHA,1992,1,0,0
GHA,1996,0,0,0
GHA,2000,0,0,0
GHA,2004,0,0,0
GHA,2008,0,0,0
GHA,2012,0,0,0
GHA,2016,0,0,0
GRE,1896,19,16,10
GRE,1900,0,0,0
GRE,1904,1,0,1
GRE,1906,18,35,24
GRE,1908,1,3,0
GRE,1912,1,0,1
GRE,1920,0,1,0
GRE,1924,0,0,1
GRE,1928,0,0,0
GRE,1932,0,0,0
GRE,1936,0,0,0
GRE,1948,0,0,0
GRE,1952,0,0,0
GRE,1956,1,0,0
GRE,1960,0,0,3
GRE,1964,0,0,0
GRE,1968,1,0,0
GRE,1972,0,2,0
GRE,1976,0,0,0
GRE,1980,4,0,1
GRE,1984,1,1,0
GRE,1988,1,0,0
GRE,1992,0,0,2
GRE,1996,0,4,4
GRE,2000,8,6,4
GRE,2004,5,6,6
GRE,2008,4,3,0
GRE,2012,3,0,0
GRE,2016,2,1,3
GRN,1984,0,0,0
GRN,1988,0,0,0
GRN,1992,0,0,0
GRN,1996,0,0,0
GRN,2000,0,0,0
GRN,2004,0,0,0
GRN,2008,0,0,0
GRN,2012,0,0,1
GRN,2016,0,1,0
GUA,1932,0,0,0
GUA,1952,0,0,0
GUA,1968,0,0,0
GUA,1972,0,0,0
GUA,1976,0,0,0
GUA,1980,0,0,0
GUA,1984,0,0,0
GUA,1988,0,0,0
GUA,1992,0,0,0
GUA,1996,0,0,0
GUA,2000,0,0,0
GUA,2004,0,0,0
GUA,2008,0,0,0
GUA,2012,0,1,0
GUA,2016,0,0,0
GUI,1968,0,0,0
GUI,1980,0,0,0
GUI,1984,0,0,0
GUI,1988,0,0,0
GUI,1992,0,0,0
GUI,1996,0,0,0
GUI,2000,0,0,0
GUI,2004,0,0,0
GUI,2008,0,0,0
GUI,2012,0,0,0
GUI,2016,0,0,0
GUM,1988,0,0,0
GUM,1992,0,0,0
GUM,1996,0,0,0
GUM,2000,0,0,0
GUM,2004,0,0,0
GUM,2008,0,0,0
GUM,2012,0,0,0
GUM,2016,0,0,0
GUY,1948,0,0,0
GUY,1952,0,0,0
GUY,1956,0,0,0
GUY,1960,0,0,0
GUY,1964,0,0,0
GUY,1968,0,0,0
GUY,1972,0,0,0
GUY,1980,1,0,0
GUY,1984,0,0,0
GUY,1988,0,0,0
GUY,1992,0,0,0
GUY,1996,0,0,0
GUY,2000,0,0,0
GUY,2004,0,0,0
GUY,2008,0,0,0
GUY,2012,0,0,0
GUY,2016,0,0,0
HAI,1900,0,0,1
HAI,1924,1,0,0
HAI,1928,0,1,0
HAI,1932,0,0,0
HAI,1960,0,0,0
HAI,1972,0,0,0
HAI,1976,0,0,0
HAI,1984,0,0,0
HAI,1988,0,0,0
HAI,1992,0,0,0
HAI,1996,0,0,0
HAI,2000,0,0,0
HAI,2004,0,0,0
HAI,2008,0,0,0
HAI,2012,0,0,0
HAI,2016,0,0,0
HKG,1952,0,0,0
HKG,1956,0,0,0
HKG,1960,0,0,0
HKG,1964,0,0,0
HKG,1968,0,0,0
HKG,1972,0,0,0
HKG,1976,0,0,0
HKG,1984,0,0,0
HKG,1988,0,0,0
HKG,1992,0,0,0
HKG,1996,0,0,1
HKG,2000,0,0,0
HKG,2004,0,0,0
HKG,2008,0,0,0
HKG,2012,1,0,0
HKG,2016,0,0,0
HON,1968,0,0,0
HON,1976,0,0,0
HON,1984,0,0,0
HON,1988,0,0,0
HON,1992,0,0,0
HON,1996,0,0,0
HON,2000,0,0,0
HON,2004,0,0,0
HON,2008,0,0,0
HON,2012,0,0,0
HON,2016,0,0,0
HUN,1896,3,1,2
HUN,1900,2,2,1
HUN,1904,1,1,2
HUN,1906,3,5,2
HUN,1908,2,4,3
HUN,1912,3,2,3
HUN,1924,4,5,2
HUN,1928,0,5,5
HUN,1932,5,5,6
HUN,1936,5,1,10
HUN,1948,15,5,10
HUN,1952,16,10,16
HUN,1956,7,10,9
HUN,1960,7,8,6
HUN,1964,5,7,10
HUN,1968,12,10,10
HUN,1972,16,13,6
HUN,1976,13,5,4
HUN,1980,15,10,7
HUN,1988,6,6,11
HUN,1992,7,12,11
HUN,1996,10,4,7
HUN,2000,3,6,8
HUN,2004,3,6,8
HUN,2008,2,5,3
HUN,2012,6,4,8
HUN,2016,4,3,8
INA,1952,0,0,0
INA,1956,0,0,0
INA,1960,0,0,0
INA,1968,0,0,0
INA,1972,0,0,0
INA,1976,0,0,0
INA,1984,0,0,0
INA,1988,0,1,0
INA,1992,1,2,2
INA,1996,2,1,0
INA,2000,2,3,0
INA,2004,1,1,1
INA,2008,3,0,0
INA,2012,1,1,0
INA,2016,0,2,1
IND,1900,0,2,0
IND,1920,0,0,0
IND,1924,0,0,0
IND,1928,0,0,1
IND,1932,0,0,1
IND,1936,0,0,1
IND,1948,0,0,1
IND,1952,1,0,1
IND,1956,0,0,1
IND,1960,0,1,0
IND,1964,0,0,1
IND,1968,1,0,0
IND,1972,1,0,0
IND,1976,0,0,0
IND,1980,0,0,1
IND,1984,0,0,0
IND,1988,0,0,0
IND,1992,0,0,0
IND,1996,1,0,0
IND,2000,1,0,0
IND,2004,0,1,0
IND,2008,2,0,1
IND,2012,4,2,0
IND,2016,1,1,0
IOA,1992,2,1,0
IOA,2000,0,0,0
IOA,2012,0,0,0
IOA,2016,1,0,1
IRI,1900,0,0,0
IRI,1948,1,0,0
IRI,1952,4,3,0
IRI,1956,1,2,2
IRI,1960,3,1,0
IRI,1964,2,0,0
IRI,1968,2,1,2
IRI,1972,1,2,0
IRI,1976,1,1,0
IRI,1988,0,1,0
IRI,1992,2,1,0
IRI,1996,1,1,1
IRI,2000,1,0,3
IRI,2004,2,2,2
IRI,2008,1,0,1
IRI,2012,3,5,4
IRI,2016,4,1,3
IRL,1924,1,1,0
IRL,1928,0,0,1
IRL,1932,0,0,2
IRL,1948,1,0,0
IRL,1952,0,1,0
IRL,1956,3,1,1
IRL,1960,0,0,0
IRL,1964,1,0,0
IRL,1968,0,0,0
IRL,1972,0,0,0
IRL,1976,0,0,0
IRL,1980,1,1,0
IRL,1984,0,1,0
IRL,1988,0,0,0
IRL,1992,0,1,1
IRL,1996,1,0,3
IRL,2000,0,1,0
IRL,2004,0,0,0
IRL,2008,2,1,0
IRL,2012,3,1,1
IRL,2016,0,3,0
IRQ,1948,0,0,0
IRQ,1960,1,0,0
IRQ,1964,0,0,0
IRQ,1968,0,0,0
IRQ,1980,0,0,0
IRQ,1984,0,0,0
IRQ,1988,0,0,0
IRQ,1992,0,0,0
IRQ,1996,0,0,0
IRQ,2000,0,0,0
IRQ,2004,0,0,0
IRQ,2008,0,0,0
IRQ,2012,0,0,0
IRQ,2016,0,0,0
ISL,1908,0,0,0
ISL,1912,0,0,0
ISL,1936,0,0,0
ISL,1948,0,0,0
ISL,1952,0,0,0
ISL,1956,0,1,0
ISL,1960,0,0,0
ISL,1964,0,0,0
ISL,1968,0,0,0
ISL,1972,0,0,0
ISL,1976,0,0,0
ISL,1980,0,0,0
ISL,1984,1,0,0
ISL,1988,0,0,0
ISL,1992,0,0,0
ISL,1996,0,0,0
ISL,2000,1,0,0
ISL,2004,0,0,0
ISL,2008,0,1,0
ISL,2012,0,0,0
ISL,2016,0,0,0
ISR,1952,0,0,0
ISR,1956,0,0,0
ISR,1960,0,0,0
ISR,1964,0,0,0
ISR,1968,0,0,0
ISR,1972,0,0,0
ISR,1976,0,0,0
ISR,1984,0,0,0
ISR,1988,0,0,0
ISR,1992,1,1,0
ISR,1996,1,0,0
ISR,2000,1,0,0
ISR,2004,1,0,1
ISR,2008,1,0,0
ISR,2012,0,0,0
ISR,2016,2,0,0
ISV,1968,0,0,0
ISV,1972,0,0,0
ISV,1976,0,0,0
ISV,1984,0,0,0
ISV,1988,0,1,0
ISV,1992,0,0,0
ISV,1996,0,0,0
ISV,2000,0,0,0
ISV,2004,0,0,0
ISV,2008,0,0,0
ISV,2012,0,0,0
ISV,2016,0,0,0
ITA,1896,0,0,0
ITA,1900,0,2,3
ITA,1904,0,0,0
ITA,1906,18,8,17
ITA,1908,0,2,2
ITA,1912,2,1,5
ITA,1920,5,7,16
ITA,1924,13,5,8
ITA,1928,7,6,7
ITA,1932,12,20,12
ITA,1936,5,23,14
ITA,1948,11,14,10
ITA,1952,5,9,8
ITA,1956,10,8,8
ITA,1960,15,10,14
ITA,1964,7,10,11
ITA,1968,9,4,5
ITA,1972,10,3,5
ITA,1976,4,7,2
ITA,1980,4,14,8
ITA,1984,12,6,16
ITA,1988,4,4,11
ITA,1992,11,7,6
ITA,1996,12,10,14
ITA,2000,15,9,16
ITA,2004,12,27,10
ITA,2008,10,12,8
ITA,2012,16,10,8
ITA,2016,9,11,8
IVB,1984,0,0,0
IVB,1988,0,0,0
IVB,1992,0,0,0
IVB,1996,0,0,0
IVB,2000,0,0,0
IVB,2004,0,0,0
IVB,2008,0,0,0
IVB,2012,0,0,0
IVB,2016,0,0,0
JAM,1948,0,2,1
JAM,1952,0,3,2
JAM,1956,0,0,0
JAM,1964,0,0,0
JAM,1968,0,1,0
JAM,1972,1,0,0
JAM,1976,0,1,1
JAM,1980,3,0,0
JAM,1984,2,1,0
JAM,1988,0,2,0
JAM,1992,1,3,0
JAM,1996,2,3,1
JAM,2000,3,6,0
JAM,2004,2,1,2
JAM,2008,2,3,5
JAM,2012,4,4,4
JAM,2016,2,3,6
JOR,1980,0,0,0
JOR,1984,0,0,0
JOR,1988,0,0,0
JOR,1992,0,0,0
JOR,1996,0,0,0
JOR,2000,0,0,0
JOR,2004,0,0,0
JOR,2008,0,0,0
JOR,2012,0,0,0
JOR,2016,0,0,1
JPN,1912,0,0,0
JPN,1920,0,2,0
JPN,1924,1,0,0
JPN,1928,1,2,2
JPN,1932,4,7,7
JPN,1936,10,4,6
JPN,1952,2,6,1
JPN,1956,5,10,4
JPN,1960,7,7,4
JPN,1964,8,5,16
JPN,1968,7,7,11
JPN,1972,8,8,13
JPN,1976,10,6,9
JPN,1984,14,8,10
JPN,1988,7,3,4
JPN,1992,11,8,3
JPN,1996,6,6,3
JPN,2000,5,10,5
JPN,2004,12,11,16
JPN,2008,10,7,9
JPN,2012,17,14,7
JPN,2016,23,8,12
KAZ,1996,4,4,3
KAZ,2000,0,4,3
KAZ,2004,3,4,1
KAZ,2008,7,4,2
KAZ,2012,5,1,7
KAZ,2016,10,5,3
KEN,1956,0,0,0
KEN,1960,0,0,0
KEN,1964,1,0,0
KEN,1968,2,4,3
KEN,1972,4,3,2
KEN,1984,2,0,1
KEN,1988,2,2,5
KEN,1992,2,4,2
KEN,1996,3,4,1
KEN,2000,2,3,2
KEN,2004,2,4,1
KEN,2008,5,4,6
KEN,2012,5,4,2
KEN,2016,1,6,6
KGZ,1996,0,0,0
KGZ,2000,1,0,0
KGZ,2004,0,0,0
KGZ,2008,1,1,0
KGZ,2012,0,0,0
KGZ,2016,0,0,0
KIR,2004,0,0,0
KIR,2008,0,0,0
KIR,2012,0,0,0
KIR,2016,0,0,0
KOR,1948,2,0,0
KOR,1952,2,0,0
KOR,1956,1,1,0
KOR,1960,0,0,0
KOR,1964,1,2,0
KOR,1968,1,1,0
KOR,1972,0,1,0
KOR,1976,4,1,1
KOR,1984,7,16,6
KOR,1988,11,10,12
KOR,1992,11,5,11
KOR,1996,3,14,7
KOR,2000,10,9,8
KOR,2004,8,10,9
KOR,2008,8,9,12
KOR,2012,6,8,13
KOR,2016,8,3,9
KOS,2016,0,0,1
KSA,1972,0,0,0
KSA,1976,0,0,0
KSA,1984,0,0,0
KSA,1988,0,0,0
KSA,1992,0,0,0
KSA,1996,0,0,0
KSA,2000,1,1,0
KSA,2004,0,0,0
KSA,2008,0,0,0
KSA,2012,1,0,0
KSA,2016,0,0,0
KUW,1968,0,0,0
KUW,1972,0,0,0
KUW,1976,0,0,0
KUW,1980,0,0,0
KUW,1984,0,0,0
KUW,1988,0,0,0
KUW,1992,0,0,0
KUW,1996,0,0,0
KUW,2000,1,0,0
KUW,2004,0,0,0
KUW,2008,0,0,0
KUW,2012,1,0,0
LAO,1980,0,0,0
LAO,1988,0,0,0
LAO,1992,0,0,0
LAO,1996,0,0,0
LAO,2000,0,0,0
LAO,2004,0,0,0
LAO,2008,0,0,0
LAO,2012,0,0,0
LAO,2016,0,0,0
LAT,1924,0,0,0
LAT,1928,0,0,0
LAT,1932,0,1,0
LAT,1936,1,1,0
LAT,1992,1,2,0
LAT,1996,0,1,0
LAT,2000,1,1,1
LAT,2004,0,4,0
LAT,2008,1,1,1
LAT,2012,1,0,1
LAT,2016,0,0,0
LBA,1968,0,0,0
LBA,1980,0,0,0
LBA,1988,0,0,0
LBA,1992,0,0,0
LBA,1996,0,0,0
LBA,2000,0,0,0
LBA,2004,0,0,0
LBA,2008,0,0,0
LBA,2012,0,0,0
LBA,2016,0,0,0
LBR,1956,0,0,0
LBR,1960,0,0,0
LBR,1964,0,0,0
LBR,1972,0,0,0
LBR,1984,0,0,0
LBR,1988,0,0,0
LBR,1996,0,0,0
LBR,2000,0,0,0
LBR,2004,0,0,0
LBR,2008,0,0,0
LBR,2012,0,0,0
LBR,2016,0,0,0
LCA,1996,0,0,0
LCA,2000,0,0,0
LCA,2004,0,0,0
LCA,2008,0,0,0
LCA,2012,0,0,0
LCA,2016,0,0,0
LES,1972,0,0,0
LES,1980,0,0,0
LES,1984,0,0,0
LES,1988,0,0,0
LES,1992,0,0,0
LES,1996,0,0,0
LES,2000,0,0,0
LES,2004,0,0,0
LES,2008,0,0,0
LES,2012,0,0,0
LES,2016,0,0,0
LIB,1948,0,0,0
LIB,1952,1,1,0
LIB,1960,0,0,0
LIB,1964,0,0,0
LIB,1968,0,0,0
LIB,1972,0,1,0
LIB,1976,0,0,0
LIB,1980,1,0,0
LIB,1984,0,0,0
LIB,1988,0,0,0
LIB,1992,0,0,0
LIB,1996,0,0,0
LIB,2000,0,0,0
LIB,2004,0,0,0
LIB,2008,0,0,0
LIB,2012,0,0,0
LIB,2016,0,0,0
LIE,1936,0,0,0
LIE,1948,0,0,0
LIE,1952,0,0,0
LIE,1960,0,0,0
LIE,1964,0,0,0
LIE,1968,0,0,0
LIE,1972,0,0,0
LIE,1976,0,0,0
LIE,1984,0,0,0
LIE,1988,0,0,0
LIE,1992,0,0,0
LIE,1996,0,0,0
LIE,2000,0,0,0
LIE,2004,0,0,0
LIE,2008,0,0,0
LIE,2012,0,0,0
LIE,2016,0,0,0
LTU,1924,0,0,0
LTU,1928,0,0,0
LTU,1992,12,0,1
LTU,1996,11,0,0
LTU,2000,15,0,2
LTU,2004,0,2,1
LTU,2008,3,2,0
LTU,2012,2,1,2
LTU,2016,4,2,0
LUX,1900,0,0,1
LUX,1912,0,0,0
LUX,1920,0,1,0
LUX,1924,0,1,1
LUX,1928,0,0,1
LUX,1932,0,0,0
LUX,1936,0,0,0
LUX,1948,0,0,0
LUX,1952,0,0,1
LUX,1956,0,0,0
LUX,1960,0,0,0
LUX,1964,0,0,0
LUX,1968,0,0,0
LUX,1972,0,0,0
LUX,1976,0,0,0
LUX,1980,0,0,0
LUX,1984,0,0,0
LUX,1988,0,0,0
LUX,1992,0,0,0
LUX,1996,0,0,0
LUX,2000,0,0,0
LUX,2004,0,0,0
LUX,2008,0,0,0
LUX,2012,0,0,0
LUX,2016,0,0,0
MAD,1964,0,0,0
MAD,1968,0,0,0
MAD,1972,0,0,0
MAD,1980,0,0,0
MAD,1984,0,0,0
MAD,1992,0,0,0
MAD,1996,0,0,0
MAD,2000,0,0,0
MAD,2004,0,0,0
MAD,2008,0,0,0
MAD,2012,0,0,0
MAD,2016,0,0,0
MAL,1956,0,0,0
MAL,1960,0,0,0
MAR,1960,0,1,0
MAR,1964,0,0,0
MAR,1968,0,0,0
MAR,1972,0,0,0
MAR,1976,0,0,0
MAR,1984,0,0,2
MAR,1988,2,0,1
MAR,1992,1,1,1
MAR,1996,2,0,0
MAR,2000,4,1,0
MAR,2004,0,1,2
MAR,2008,1,1,0
MAR,2012,1,0,0
MAR,2016,1,0,0
MAS,1964,0,0,0
MAS,1968,0,0,0
MAS,1972,0,0,0
MAS,1976,0,0,0
MAS,1984,0,0,0
MAS,1988,0,0,0
MAS,1992,0,0,0
MAS,1996,1,1,0
MAS,2000,0,0,0
MAS,2004,0,0,0
MAS,2008,0,1,0
MAS,2012,1,1,0
MAS,2016,1,4,0
MAW,1972,0,0,0
MAW,1984,0,0,0
MAW,1988,0,0,0
MAW,1992,0,0,0
MAW,1996,0,0,0
MAW,2000,0,0,0
MAW,2004,0,0,0
MAW,2008,0,0,0
MAW,2012,0,0,0
MAW,2016,0,0,0
MDA,1996,1,1,0
MDA,2000,1,1,0
MDA,2004,0,0,0
MDA,2008,1,0,0
MDA,2012,2,0,0
MDA,2016,0,0,0
MDV,1988,0,0,0
MDV,1992,0,0,0
MDV,1996,0,0,0
MDV,2000,0,0,0
MDV,2004,0,0,0
MDV,2008,0,0,0
MDV,2012,0,0,0
MDV,2016,0,0,0
MEX,1900,1,0,0
MEX,1924,0,0,0
MEX,1928,0,0,0
MEX,1932,0,2,0
MEX,1936,13,0,0
MEX,1948,2,1,2
MEX,1952,0,1,0
MEX,1956,1,0,1
MEX,1960,1,0,0
MEX,1964,1,0,0
MEX,1968,3,3,3
MEX,1972,0,1,0
MEX,1976,1,0,1
MEX,1980,3,1,0
MEX,1984,1,3,2
MEX,1988,2,0,0
MEX,1992,0,1,0
MEX,1996,1,0,0
MEX,2000,3,2,1
MEX,2004,1,3,0
MEX,2008,1,0,2
MEX,2012,3,3,1
MEX,2016,2,3,0
MGL,1964,0,0,0
MGL,1968,3,1,0
MGL,1972,0,1,0
MGL,1976,0,1,0
MGL,1980,2,2,0
MGL,1988,1,0,0
MGL,1992,2,0,0
MGL,1996,1,0,0
MGL,2000,0,0,0
MGL,2004,1,0,0
MGL,2008,0,2,2
MGL,2012,3,2,0
MGL,2016,1,1,0
MHL,2008,0,0,0
MHL,2012,0,0,0
MHL,2016,0,0,0
MKD,1996,0,0,0
MKD,2000,1,0,0
MKD,2004,0,0,0
MKD,2008,0,0,0
MKD,2012,0,0,0
MKD,2016,0,0,0
MLI,1964,0,0,0
MLI,1968,0,0,0
MLI,1972,0,0,0
MLI,1980,0,0,0
MLI,1984,0,0,0
MLI,1988,0,0,0
MLI,1992,0,0,0
MLI,1996,0,0,0
MLI,2000,0,0,0
MLI,2004,0,0,0
MLI,2008,0,0,0
MLI,2012,0,0,0
MLI,2016,0,0,0
MLT,1928,0,0,0
MLT,1936,0,0,0
MLT,1948,0,0,0
MLT,1960,0,0,0
MLT,1968,0,0,0
MLT,1972,0,0,0
MLT,1980,0,0,0
MLT,1984,0,0,0
MLT,1988,0,0,0
MLT,1992,0,0,0
MLT,1996,0,0,0
MLT,2000,0,0,0
MLT,2004,0,0,0
MLT,2008,0,0,0
MLT,2012,0,0,0
MLT,2016,0,0,0
MNE,2008,0,0,0
MNE,2012,0,1,0
MNE,2016,0,0,0
MON,1920,0,0,0
MON,1924,1,0,0
MON,1928,0,0,0
MON,1932,0,0,0
MON,1936,0,0,0
MON,1948,0,0,0
MON,1952,0,0,0
MON,1960,0,0,0
MON,1964,0,0,0
MON,1968,0,0,0
MON,1972,0,0,0
MON,1976,0,0,0
MON,1984,0,0,0
MON,1988,0,0,0
MON,1992,0,0,0
MON,1996,0,0,0
MON,2000,0,0,0
MON,2004,0,0,0
MON,2008,0,0,0
MON,2012,0,0,0
MON,2016,0,0,0
MOZ,1980,0,0,0
MOZ,1984,0,0,0
MOZ,1988,0,0,0
MOZ,1992,0,0,0
MOZ,1996,1,0,0
MOZ,2000,0,0,1
MOZ,2004,0,0,0
MOZ,2008,0,0,0
MOZ,2012,0,0,0
MOZ,2016,0,0,0
MRI,1984,0,0,0
MRI,1988,0,0,0
MRI,1992,0,0,0
MRI,1996,0,0,0
MRI,2000,0,0,0
MRI,2004,0,0,0
MRI,2008,1,0,0
MRI,2012,0,0,0
MRI,2016,0,0,0
MTN,1984,0,0,0
MTN,1988,0,0,0
MTN,1992,0,0,0
MTN,1996,0,0,0
MTN,2000,0,0,0
MTN,2004,0,0,0
MTN,2008,0,0,0
MTN,2012,0,0,0
MTN,2016,0,0,0
MYA,1948,0,0,0
MYA,1952,0,0,0
MYA,1956,0,0,0
MYA,1960,0,0,0
MYA,1964,0,0,0
MYA,1968,0,0,0
MYA,1972,0,0,0
MYA,1980,0,0,0
MYA,1984,0,0,0
MYA,1988,0,0,0
MYA,1992,0,0,0
MYA,1996,0,0,0
MYA,2000,0,0,0
MYA,2004,0,0,0
MYA,2008,0,0,0
MYA,2012,0,0,0
MYA,2016,0,0,0
NAM,1992,0,2,0
NAM,1996,0,2,0
NAM,2000,0,0,0
NAM,2004,0,0,0
NAM,2008,0,0,0
NAM,2012,0,0,0
NAM,2016,0,0,0
NBO,1956,0,0,0
NCA,1968,0,0,0
NCA,1972,0,0,0
NCA,1976,0,0,0
NCA,1980,0,0,0
NCA,1984,0,0,0
NCA,1992,0,0,0
NCA,1996,0,0,0
NCA,2000,0,0,0
NCA,2004,0,0,0
NCA,2008,0,0,0
NCA,2012,0,0,0
NCA,2016,0,0,0
NED,1900,12,4,3
NED,1906,2,1,0
NED,1908,2,0,0
NED,1912,3,0,0
NED,1920,6,3,8
NED,1924,9,1,5
NED,1928,6,15,9
NED,1932,1,5,2
NED,1936,7,5,6
NED,1948,8,2,5
NED,1952,0,5,0
NED,1956,0,0,0
NED,1960,2,1,0
NED,1964,6,5,2
NED,1968,1,7,3
NED,1972,2,1,3
NED,1976,3,2,0
NED,1980,2,1,0
NED,1984,14,3,5
NED,1988,5,2,3
NED,1992,8,6,2
NED,1996,11,6,12
NED,2000,4,21,12
NED,2004,18,17,4
NED,2008,4,15,8
NED,2012,16,6,6
NED,2016,12,10,9
NEP,1964,0,0,0
NEP,1972,0,0,0
NEP,1976,0,0,0
NEP,1980,0,0,0
NEP,1984,0,0,0
NEP,1988,0,0,0
NEP,1992,0,0,0
NEP,1996,0,0,0
NEP,2000,0,0,0
NEP,2004,0,0,0
NEP,2008,0,0,0
NEP,2012,0,0,0
NEP,2016,0,0,0
NFL,1904,0,0,0
NGR,1952,0,0,0
NGR,1956,0,0,0
NGR,1960,0,0,0
NGR,1964,1,0,0
NGR,1968,0,0,0
